id,name,category,price,price_text,consumable,trainer_usable,pokemon_held_usable,equipment_slots,effect_text,source_id,source_page,needs_review
x-attack,X Attack,Medicine,350,$350,True,True,False,,Increases the Pokémon's Attack by two Combat Stages,core,276,False
x-defend,X Defend,Medicine,350,$350,True,True,False,,Increases the Pokémon's Defense by two Combat Stages,core,276,False
x-sp-def,X Sp. Def,Medicine,350,$350,True,True,False,,Increases the Pokémon's Special Defense by two Combat Stages,core,276,False
x-special,X Special,Medicine,350,$350,True,True,False,,Increases the Pokémon's Special Attack by two Combat Stages,core,276,False
x-speed,X Speed,Medicine,350,$350,True,True,False,,Increases the Pokémon's Speed by two Combat Stages,core,276,False
basic-ball,Basic Ball,Poké Ball,250,,True,True,False,,"Basic Poké Ball; often called just a ""Poké Ball"".",core,272,False
cherish-ball,Cherish Ball,Poké Ball,800,,True,True,False,,A decorative Poké Ball often given out during special events.,core,273,False
dive-ball,Dive Ball,Poké Ball,800,,True,True,False,,"-20 Modifier, if the target was found underwater or underground.",core,272,False
dusk-ball,Dusk Ball,Poké Ball,800,,True,True,False,,-20 Modifier if it is dark or there is very little light when used.,core,273,False
fast-ball,Fast Ball,Poké Ball,800,,True,True,False,,-20 Modifier if the target has a Movement Capability above 7.,core,272,False
friend-ball,Friend Ball,Poké Ball,800,,True,True,False,,A caught Pokémon will start with +1 Loyalty.,core,272,False
great-ball,Great Ball,Poké Ball,400,,True,True,False,,A better Poké Ball with no special effects.,core,272,False
heal-ball,Heal Ball,Poké Ball,800,,True,True,False,,A caught Pokémon will heal to Max HP immediately upon capture.,core,273,False
heavy-ball,Heavy Ball,Poké Ball,800,,True,True,False,,-5 Modifier for each Weight Class the target is above 1.,core,272,False
level-ball,Level Ball,Poké Ball,800,,True,True,False,,-20 Modifier if the target is under half the level your active Pokémon is.,core,272,False
love-ball,Love Ball,Poké Ball,800,,True,True,False,,"-30 Modifier if the user has an active Pokémon that is of the same evolutionary line as the target, and the opposite gender. Does not work with genderless Pokémon.",core,272,False
lure-ball,Lure Ball,Poké Ball,800,,True,True,False,,-20 Modifier if the target was baited into the encounter with food.,core,272,False
luxury-ball,Luxury Ball,Poké Ball,800,,True,True,False,,A caught Pokémon is easily pleased and starts with a raised happiness.,core,272,False
master-ball,Master Ball,Poké Ball,,"Worth at least $300,000; sold nowhere.",True,True,False,,"Incredibly Rare. Worth at least $300,000. Sold nowhere.",core,272,False
moon-ball,Moon Ball,Poké Ball,800,,True,True,False,,-20 Modifier if the target evolves with an Evolution Stone.,core,272,False
nest-ball,Nest Ball,Poké Ball,800,,True,True,False,,-20 Modifier if the target is under level 10.,core,272,False
net-ball,Net Ball,Poké Ball,800,,True,True,False,,"-20 Modifier, if the target is Water or Bug type.",core,272,False
park-ball,Park Ball,Poké Ball,800,,True,True,False,,Used during Safari hunts.,core,273,False
premier-ball,Premier Ball,Poké Ball,800,,True,True,False,,Given as promotional balls during sales.,core,272,False
quick-ball,Quick Ball,Poké Ball,800,,True,True,False,,"+5 to Modifier after round 1, +10 after round 2, +20 after round 3.",core,273,False
repeat-ball,Repeat Ball,Poké Ball,800,,True,True,False,,-20 Modifier if you already own a Pokémon of the target's species.,core,272,False
safari-ball,Safari Ball,Poké Ball,800,,True,True,False,,Used during Safari hunts.,core,272,False
sport-ball,Sport Ball,Poké Ball,800,,True,True,False,,Used during Safari hunts.,core,272,False
timer-ball,Timer Ball,Poké Ball,800,,True,True,False,,"-5 to the Modifier after every round since the beginning of the en- counter, until the Modifier is -20.",core,272,False
ultra-ball,Ultra Ball,Poké Ball,800,,True,True,False,,The best generic Poké Ball.,core,272,False
egg-warmer,Egg Warmer,Pokémon Toolkit,2500,Egg Warmers cost $2500,False,True,False,,Egg Warmers are insulated cases that carry up to four Pokémon Eggs and protect them from harm. They also cause Pokémon to hatch twice as fast; each day spent in an Egg Warmer counts as 2 days for the purposes of Hatch Rate. Egg Warmers cost $2500.,core,298,False
groomers-kit,Groomer's Kit,Pokémon Toolkit,500,Costs $500,False,True,False,,Used by Trainers with the Groomer Edge to clean their Pokémon. Costs $500.,core,298,False
reanimation-machine,Reanimation Machine,Pokémon Toolkit,10000,"Prices are up to GM discretion, often upwards of $10,000",False,True,False,,"Can be used to revive Fossils. Reanimation Machines also come in a smaller but more expensive Portable variety. Prices are up to GM discretion, often upwards of $10,000. See the Pokémon Fossils section for more details (page 216).",core,298,False
enriched-water,Enriched Water,Refreshment,75,$75,True,True,False,,Heals 20 Hit Points.,core,279,False
moomoo-milk,MooMoo Milk,Refreshment,500,$500,True,True,False,,Heals 80 Hit Points.,core,279,False
shuckles-berry-juice,Shuckle's Berry Juice,Refreshment,,---,True,True,False,,Heals 30 Hit Points.,core,279,False
sparkling-lemonade,Sparkling Lemonade,Refreshment,250,$250,True,True,False,,Heals 50 Hit Points.,core,279,False
super-soda-pop,Super Soda Pop,Refreshment,125,$125,True,True,False,,Heals 30 Hit Points.,core,279,False
max-repel,Max Repel,Repel,400,$400,True,True,False,,Lasts 5 hours; causes Pokémon of level 35 or lower to flee.,core,275,False
repel,Repel,Repel,200,$200,True,True,False,,Lasts 1 hour; causes Pokémon of level 15 or lower to flee.,core,275,False
super-repel,Super Repel,Repel,300,$300,True,True,False,,Lasts 2 hours; causes Pokémon of level 25 or lower to flee.,core,275,False
heart-scale,Heart Scale,Special Pokémon Item,,,False,True,False,,"This tiny rainbow scale from a Luvdisc is valued by Apothecary Researchers, because it can be used to create the Heart Booster vitamin. Luvdiscs will produce them occasionally; they can be found along sandy beach- es, and ancient ones can be found in desert, caves, or underground. Heart Scales cannot normally be bought, but Heart Boosters are detailed in the vitamins section.",core,299,False
rare-candy,Rare Candy,Special Pokémon Item,9800,Rare Candies can cost $9800 or more,False,True,False,,"These very rare treats are created from Shuckles that have held a Berry for a long time. When ingested by a Pokémon, the eater gains enough experience to reach its next Level. Pokémon may benefit from up to five Rare Candies in their lifetime. Rare Candies can cost $9800 or more.",core,299,False
stat-suppressants,Stat Suppressants,Special Pokémon Item,500,These cost $500,False,True,False,,These medicines have an identical effect to the Suppressant Berries - they lower one of the user's Base Stats by 1 point and only function if the Trainer of the Pokémon wants them to. These cost $500.,core,299,False
tm-01-hone-claws,TM 01 - Hone Claws,TM,1200,$1200,True,False,False,,Teaches Hone Claws. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-02-dragon-claw,TM 02 - Dragon Claw,TM,2400,$2400,True,False,False,,Teaches Dragon Claw. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-03-psyshock,TM 03 - Psyshock,TM,2900,$2900,True,False,False,,Teaches Psyshock. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-04-calm-mind,TM 04 - Calm Mind,TM,1200,$1200,True,False,False,,Teaches Calm Mind. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-05-roar,TM 05 - Roar,TM,1000,$1000,True,False,False,,Teaches Roar. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-06-toxic,TM 06 - Toxic,TM,1900,$1900,True,False,False,,Teaches Toxic. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-07-hail,TM 07 - Hail,TM,1500,$1500,True,False,False,,Teaches Hail. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-08-bulk-up,TM 08 - Bulk Up,TM,1200,$1200,True,False,False,,Teaches Bulk Up. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-09-venoshock,TM 09 - Venoshock,TM,2300,$2300,True,False,False,,Teaches Venoshock. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-10-hidden-power,TM 10 - Hidden Power,TM,1500,$1500,True,False,False,,Teaches Hidden Power. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-100-confide,TM 100 - Confide,TM,1000,$1000,True,False,False,,Teaches Confide. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-11-sunny-day,TM 11 - Sunny Day,TM,1500,$1500,True,False,False,,Teaches Sunny Day. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-12-taunt,TM 12 - Taunt,TM,1000,$1000,True,False,False,,Teaches Taunt. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-13-ice-beam,TM 13 - Ice Beam,TM,4200,$4200,True,False,False,,Teaches Ice Beam. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-14-blizzard,TM 14 - Blizzard,TM,5100,$5100,True,False,False,,Teaches Blizzard. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-15-hyper-beam,TM 15 - Hyper Beam,TM,5000,$5000,True,False,False,,Teaches Hyper Beam. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-16-light-screen,TM 16 - Light Screen,TM,1500,$1500,True,False,False,,Teaches Light Screen. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-17-protect,TM 17 - Protect,TM,2500,$2500,True,False,False,,Teaches Protect. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-18-rain-dance,TM 18 - Rain Dance,TM,1500,$1500,True,False,False,,Teaches Rain Dance. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-19-roost,TM 19 - Roost,TM,2500,$2500,True,False,False,,Teaches Roost. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-20-safeguard,TM 20 - Safeguard,TM,1000,$1000,True,False,False,,Teaches Safeguard. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-21-frustration,TM 21 - Frustration,TM,3000,$3000,True,False,False,,Teaches Frustration. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-22-solarbeam,TM 22 - Solarbeam,TM,4600,$4600,True,False,False,,Teaches Solarbeam. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-23-smack-down,TM 23 - Smack Down,TM,2500,$2500,True,False,False,,Teaches Smack Down. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-24-thunderbolt,TM 24 - Thunderbolt,TM,4200,$4200,True,False,False,,Teaches Thunderbolt. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-25-thunder,TM 25 - Thunder,TM,5100,$5100,True,False,False,,Teaches Thunder. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-26-earthquake,TM 26 - Earthquake,TM,4000,$4000,True,False,False,,Teaches Earthquake. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-27-return,TM 27 - Return,TM,3000,$3000,True,False,False,,Teaches Return. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-28-dig,TM 28 - Dig,TM,3400,$3400,True,False,False,,Teaches Dig. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-29-psychic,TM 29 - Psychic,TM,3000,$3000,True,False,False,,Teaches Psychic. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-30-shadow-ball,TM 30 - Shadow Ball,TM,2700,$2700,True,False,False,,Teaches Shadow Ball. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-31-brick-break,TM 31 - Brick Break,TM,2400,$2400,True,False,False,,Teaches Brick Break. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-32-double-team,TM 32 - Double Team,TM,2500,$2500,True,False,False,,Teaches Double Team. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-33-reflect,TM 33 - Reflect,TM,1500,$1500,True,False,False,,Teaches Reflect. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-34-sludge-wave,TM 34 - Sludge Wave,TM,4200,$4200,True,False,False,,Teaches Sludge Wave. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-35-flamethrower,TM 35 - Flamethrower,TM,4200,$4200,True,False,False,,Teaches Flamethrower. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-36-sludge-bomb,TM 36 - Sludge Bomb,TM,4300,$4300,True,False,False,,Teaches Sludge Bomb. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-37-sandstorm,TM 37 - Sandstorm,TM,1500,$1500,True,False,False,,Teaches Sandstorm. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-38-fire-blast,TM 38 - Fire Blast,TM,5100,$5100,True,False,False,,Teaches Fire Blast. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-39-rock-tomb,TM 39 - Rock Tomb,TM,2800,$2800,True,False,False,,Teaches Rock Tomb. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-40-aerial-ace,TM 40 - Aerial Ace,TM,2800,$2800,True,False,False,,Teaches Aerial Ace. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-41-torment,TM 41 - Torment,TM,1000,$1000,True,False,False,,Teaches Torment. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-42-facade,TM 42 - Facade,TM,3100,$3100,True,False,False,,Teaches Facade. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-43-flame-charge,TM 43 - Flame Charge,TM,2100,$2100,True,False,False,,Teaches Flame Charge. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-44-rest,TM 44 - Rest,TM,2000,$2000,True,False,False,,Teaches Rest. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-45-attract,TM 45 - Attract,TM,1200,$1200,True,False,False,,Teaches Attract. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-46-thief,TM 46 - Thief,TM,2200,$2200,True,False,False,,Teaches Thief. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-47-low-sweep,TM 47 - Low Sweep,TM,2400,$2400,True,False,False,,Teaches Low Sweep. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-48-round,TM 48 - Round,TM,2800,$2800,True,False,False,,Teaches Round. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-49-echoed-voice,TM 49 - Echoed Voice,TM,1500,$1500,True,False,False,,Teaches Echoed Voice. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-50-overheat,TM 50 - Overheat,TM,5100,$5100,True,False,False,,Teaches Overheat. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-51-steel-wing,TM 51 - Steel Wing,TM,2200,$2200,True,False,False,,Teaches Steel Wing. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-52-focus-blast,TM 52 - Focus Blast,TM,4400,$4400,True,False,False,,Teaches Focus Blast. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-53-energy-ball,TM 53 - Energy Ball,TM,2700,$2700,True,False,False,,Teaches Energy Ball. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-54-false-swipe,TM 54 - False Swipe,TM,1200,$1200,True,False,False,,Teaches False Swipe. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-55-scald,TM 55 - Scald,TM,3000,$3000,True,False,False,,Teaches Scald. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-56-fling,TM 56 - Fling,TM,2000,$2000,True,False,False,,Teaches Fling. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-57-charge-beam,TM 57 - Charge Beam,TM,2300,$2300,True,False,False,,Teaches Charge Beam. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-58-sky-drop,TM 58 - Sky Drop,TM,2800,$2800,True,False,False,,Teaches Sky Drop. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-59-incinerate,TM 59 - Incinerate,TM,1400,$1400,True,False,False,,Teaches Incinerate. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-60-quash,TM 60 - Quash,TM,1000,$1000,True,False,False,,Teaches Quash. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-61-will-o-wisp,TM 61 - Will-O-Wisp,TM,2200,$2200,True,False,False,,Teaches Will-O-Wisp. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-62-acrobatics,TM 62 - Acrobatics,TM,2800,$2800,True,False,False,,Teaches Acrobatics. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-63-embargo,TM 63 - Embargo,TM,1000,$1000,True,False,False,,Teaches Embargo. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-64-explosion,TM 64 - Explosion,TM,7500,$7500,True,False,False,,Teaches Explosion. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-65-shadow-claw,TM 65 - Shadow Claw,TM,2400,$2400,True,False,False,,Teaches Shadow Claw. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-66-payback,TM 66 - Payback,TM,2500,$2500,True,False,False,,Teaches Payback. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-67-retaliate,TM 67 - Retaliate,TM,3600,$3600,True,False,False,,Teaches Retaliate. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-68-giga-impact,TM 68 - Giga Impact,TM,5000,$5000,True,False,False,,Teaches Giga Impact. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-69-rock-polish,TM 69 - Rock Polish,TM,1200,$1200,True,False,False,,Teaches Rock Polish. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-70-flash,TM 70 - Flash,TM,1500,$1500,True,False,False,,Teaches Flash. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-71-stone-edge,TM 71 - Stone Edge,TM,3900,$3900,True,False,False,,Teaches Stone Edge. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-72-volt-switch,TM 72 - Volt Switch,TM,3100,$3100,True,False,False,,Teaches Volt Switch. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-73-thunder-wave,TM 73 - Thunder Wave,TM,2200,$2200,True,False,False,,Teaches Thunder Wave. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-74-gyro-ball,TM 74 - Gyro Ball,TM,2500,$2500,True,False,False,,Teaches Gyro Ball. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-75-swords-dance,TM 75 - Swords Dance,TM,1200,$1200,True,False,False,,Teaches Swords Dance. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-76-struggle-bug,TM 76 - Struggle Bug,TM,1700,$1700,True,False,False,,Teaches Struggle Bug. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-77-psych-up,TM 77 - Psych Up,TM,2100,$2100,True,False,False,,Teaches Psych Up. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-78-bulldoze,TM 78 - Bulldoze,TM,2400,$2400,True,False,False,,Teaches Bulldoze. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-79-frost-breath,TM 79 - Frost Breath,TM,1000,$1000,True,False,False,,Teaches Frost Breath. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-80-rock-slide,TM 80 - Rock Slide,TM,4200,$4200,True,False,False,,Teaches Rock Slide. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-81-x-scissor,TM 81 - X-Scissor,TM,2400,$2400,True,False,False,,Teaches X-Scissor. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-82-dragon-tail,TM 82 - Dragon Tail,TM,2800,$2800,True,False,False,,Teaches Dragon Tail. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-83-infestation,TM 83 - Infestation,TM,2200,$2200,True,False,False,,Teaches Infestation. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-84-poison-jab,TM 84 - Poison Jab,TM,3000,$3000,True,False,False,,Teaches Poison Jab. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-85-dream-eater,TM 85 - Dream Eater,TM,3000,$3000,True,False,False,,Teaches Dream Eater. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-86-grass-knot,TM 86 - Grass Knot,TM,2900,$2900,True,False,False,,Teaches Grass Knot. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-87-swagger,TM 87 - Swagger,TM,1000,$1000,True,False,False,,Teaches Swagger. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-88-sleep-talk,TM 88 - Sleep Talk,TM,1500,$1500,True,False,False,,Teaches Sleep Talk. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-89-u-turn,TM 89 - U-Turn,TM,3100,$3100,True,False,False,,Teaches U-Turn. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-90-substitute,TM 90 - Substitute,TM,2000,$2000,True,False,False,,Teaches Substitute. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-91-flash-cannon,TM 91 - Flash Cannon,TM,2700,$2700,True,False,False,,Teaches Flash Cannon. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-92-trick-room,TM 92 - Trick Room,TM,2000,$2000,True,False,False,,Teaches Trick Room. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-93-wild-charge,TM 93 - Wild Charge,TM,2500,$2500,True,False,False,,Teaches Wild Charge. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-94-rock-smash,TM 94 - Rock Smash,TM,1500,$1500,True,False,False,,Teaches Rock Smash. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-95-snarl,TM 95 - Snarl,TM,2400,$2400,True,False,False,,Teaches Snarl. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-96-nature-power,TM 96 - Nature Power,TM,2000,$2000,True,False,False,,Teaches Nature Power. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-97-dark-pulse,TM 97 - Dark Pulse,TM,2700,$2700,True,False,False,,Teaches Dark Pulse. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-98-power-up-punch,TM 98 - Power-Up Punch,TM,2300,$2300,True,False,False,,Teaches Power-Up Punch. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
tm-99-dazzling-gleam,TM 99 - Dazzling Gleam,TM,2700,$2700,True,False,False,,Teaches Dazzling Gleam. One-time use; the Pokémon must qualify through its TM list and pays Tutor Points according to PTU rules.,core,301,False
bait,Bait,Travel Gear,250,Bait can be bought for $250,False,True,False,,"Bait is a tasty, strong-smelling morsel of food designed to attract Pokémon. It may be used in two ways; to lure Pokémon, or to distract Pokémon. Bait can be bought for $250.",core,274,False
basic-rope,Basic Rope,Travel Gear,100,Costs $100,False,True,False,,Basic Fiber Rope. Has a tensile strength of 35 kg or 77 lbs. It has 5 Hit Points. Costs $100,core,274,False
collection-jar,Collection Jar,Travel Gear,100,"Available almost everywhere, and cost $100",False,True,False,,"A simple sealable glass jar. Useful when collecting Items from Pokémon, such as Honey from Pokémon with the Honey Gather Ability, or MooMoo Milk from Pokémon with the Milk Collection Ability. Available almost everywhere, and cost $100.",core,274,False
first-aid-kit,First Aid Kit,Travel Gear,500,Costs $500,False,True,False,,"Required to use the First Aid Expertise Feature. By Draining 1 AP, any Trainer can make a Medicine Education Check on a target as an Extended Action. The target gains Hit Points equal to the result, and is cured of Burn, Poison, and Paralysis. Costs $500.",core,274,False
fishing-lure,Fishing Lure,Travel Gear,1500,Fishing Lures cost $1500,False,True,False,,"Instead of Bait, some trainers may opt to use a Fishing Lure when attempting to Fish. Fishing Lures work just like Bait, but can be used multiple times. If the line snaps or the fish gets away, they may take your lure with them, however. Fishing Lures cost $1500.",core,274,False
flashlight,Flashlight,Travel Gear,200,Costs $200 for a regular Flashlight; + $400 to make it Waterproof,False,True,False,,"For, you know, seeing. In the dark. Yes. Costs $200 for a regular Flashlight; + $400 to make it Waterproof.",core,274,False
lighter,Lighter,Travel Gear,150,A regular convenience store lighter costs $150; a waterproof lighter costs $1000,False,True,False,,For creating flames in a hurry. A regular convenience store lighter costs $150; a waterproof lighter costs $1000.,core,274,False
saddle,Saddle,Travel Gear,2000,Costs $2000,False,True,False,,"Saddles help Trainers ride Pokémon. They are created with a specific Pokémon species in mind, and only Pokémon with that body type can wear the saddle. A common Saddle type fits Ponyta, Rapidash, Blitzle, and Zebstrika, for example. Saddles grant a +3 bonus to all Skill Checks made to mount Pokémon, or to remain on the Saddle when hit by an attack. Costs $2000.",core,274,False
sleeping-bag,Sleeping Bag,Travel Gear,1000,"Costs $1000 for a single, or $1800 for a double",False,True,False,,"A standard sleeping bag. Costs $1000 for a single, or $1800 for a double.",core,274,False
sturdy-rope,Sturdy Rope,Travel Gear,400,Costs $400,False,True,False,,Sturdy Rope with a tensile strength of 225 kg or roughly 500lbs. 30 Hit Points and 20 Damage Reduction. Costs $400,core,274,False
tents,Tents,Travel Gear,400,Costs $400 per meter cubed,False,True,False,,"Standard outdoor tents. Provide protection from the elements of nature. Costs $400 per meter cubed. (A small one person tent would be about 1m x 1.5m x 1.5m, or 2.25 cubic meters- meaning 900 in price. )",core,274,False
utility-rope,Utility Rope,Travel Gear,200,Costs $200,False,True,False,,Braided Utility Rope. Has a tensile strength of 80 kg or 176 lbs. It has 20 Hit Points and 10 Damage Reduction. Costs $200,core,274,False
